""

	3	0
	0	1	2	3
15	-0.5599999999999998	-0.3999999999999999	-0.833360896	-0.3999999999999999
16	-0.5	-0.3999999999999999	0.0	0.0
17	0.0	0.0	0.0	0.0

	3	2
	0	1	2	3
0	-1.7160000000000002	-1.832	-1.9004	-1.7397120000000001
1	-1.24	-1.0	-1.13	-1.18
2	-1.0	-1.0	-0.29999999999999993	-0.5099999999999999
3	-1.0	-1.0	0.0	0.0
4	-1.0	-1.0	0.0	0.0
5	-1.3920000000000001	-1.302	-1.57136	-1.360192
6	-1.146	-1.0919999999999999	-0.9359999999999999	-0.9
7	-0.9	-0.9	-0.37199999999999994	-0.29999999999999993
8	-0.9	-0.9	0.0	0.0
9	-0.9	-0.9	0.0	0.0
10	-0.968	-1.044	-1.5348198400000002	-0.856
11	-0.8	-0.9359999999999999	-1.13672	-0.6
12	-0.8	-0.5246399999999999	0.0	0.0
13	-0.8	-0.8	0.0	0.0
14	-0.8	-0.8	0.0	0.0
15	-0.5599999999999998	-0.3999999999999999	-0.833360896	-0.3999999999999999
16	-0.5	-0.3999999999999999	-0.3818751999999999	0.0
17	0.0	0.0	0.0	0.0

	3	3
	0	1	2	3
0	-1.7160000000000002	-1.832	-1.9004	-1.7397120000000001
1	-1.24	-1.0	-1.13	-1.18
2	-1.0	-1.0	-0.29999999999999993	-0.5099999999999999
3	-1.0	-1.0	0.0	0.0
4	-1.0	-1.0	0.0	0.0
5	-1.3920000000000001	-1.302	-1.57136	-1.360192
6	-1.146	-1.0919999999999999	-0.9359999999999999	-0.9
7	-0.9	-0.9	-0.37199999999999994	-0.29999999999999993
8	-0.9	-0.9	0.0	0.0
9	-0.9	-0.9	0.0	0.0
10	-0.968	-1.044	-1.5348198400000002	-0.856
11	-0.8	-0.9359999999999999	-1.13672	-0.6799999999999999
12	-0.8	-0.5246399999999999	0.0	0.0
13	-0.8	-0.8	0.0	0.0
14	-0.8	-0.8	0.0	0.0
15	-0.5599999999999998	-0.3999999999999999	-0.833360896	-0.3999999999999999
16	-0.5	-0.3999999999999999	-0.3818751999999999	0.0
17	0.0	0.0	0.0	0.0

	3	3
	0	1	2	3
0	-1.7160000000000002	-1.832	-1.9004	-1.7397120000000001
1	-1.24	-1.0	-1.13	-1.18
2	-1.0	-1.0	-0.29999999999999993	-0.5099999999999999
3	-1.0	-1.0	0.0	0.0
4	-1.0	-1.0	0.0	0.0
5	-1.3920000000000001	-1.302	-1.57136	-1.360192
6	-1.146	-1.0919999999999999	-0.9359999999999999	-0.9
7	-0.9	-0.9	-0.37199999999999994	-0.29999999999999993
8	-0.9	-0.9	0.0	0.0
9	-0.9	-0.9	0.0	0.0
10	-0.968	-1.044	-1.5348198400000002	-0.856
11	-0.8	-0.9359999999999999	-1.13672	-0.6799999999999999
12	-0.8	-0.5246399999999999	0.0	0.0
13	-0.8	-0.8	0.0	0.0
14	-0.8	-0.8	0.0	0.0
15	-0.5599999999999998	-0.3999999999999999	-0.833360896	-0.3999999999999999
16	-0.5	-0.3999999999999999	-0.3818751999999999	-0.19999999999999996
17	0.0	0.0	0.0	0.0

	3	3
	0	1	2	3
0	-1.7160000000000002	-1.832	-1.9004	-1.7397120000000001
1	-1.24	-1.0	-1.13	-1.18
2	-1.0	-1.0	-0.29999999999999993	-0.5099999999999999
3	-1.0	-1.0	0.0	0.0
4	-1.0	-1.0	0.0	0.0
5	-1.3920000000000001	-1.302	-1.57136	-1.360192
6	-1.146	-1.0919999999999999	-0.9359999999999999	-0.9
7	-0.9	-0.9	-0.37199999999999994	-0.29999999999999993
8	-0.9	-0.9	0.0	0.0
9	-0.9	-0.9	0.0	0.0
10	-0.968	-1.044	-1.5348198400000002	-0.856
11	-0.8	-0.9359999999999999	-1.13672	-0.6799999999999999
12	-0.8	-0.5246399999999999	0.0	0.0
13	-0.8	-0.8	0.0	0.0
14	-0.8	-0.8	0.0	0.0
15	-0.5599999999999998	-0.3999999999999999	-0.833360896	-0.3999999999999999
16	-0.5	-0.3999999999999999	-0.3818751999999999	-0.3919999999999999
17	0.0	0.0	0.0	0.0

	3	0
	0	1	2	3
0	-1.7436000000000003	-1.832	-1.9004	-1.7397120000000001
1	-1.24	-1.0	-1.13	-1.18
2	-1.0	-1.0	-0.29999999999999993	-0.5099999999999999
3	-1.0	-1.0	0.0	0.0
4	-1.0	-1.0	0.0	0.0
5	-1.3920000000000001	-1.302	-1.57136	-1.360192
6	-1.146	-1.0919999999999999	-0.9359999999999999	-0.9
7	-0.9	-0.9	-0.37199999999999994	-0.29999999999999993
8	-0.9	-0.9	0.0	0.0
9	-0.9	-0.9	0.0	0.0
10	-0.968	-1.044	-1.5348198400000002	-0.856
11	-0.8	-0.9359999999999999	-1.13672	-0.6799999999999999
12	-0.8	-0.5246399999999999	0.0	0.0
13	-0.8	-0.8	0.0	0.0
14	-0.8	-0.8	0.0	0.0
15	-0.5599999999999998	-0.3999999999999999	-0.833360896	-0.3999999999999999
16	-0.5	-0.3999999999999999	-0.3818751999999999	-0.3919999999999999
17	0.0	0.0	0.0	0.0

	4	0
	0	1	2	3
0	-1.7436000000000003	-1.832	-1.9004	-1.7397120000000001
1	-1.24	-1.14656	-1.13	-1.18
2	-1.0	-1.0	-0.29999999999999993	-0.5099999999999999
3	-1.0	-1.0	0.0	0.0
4	-1.0	-1.0	0.0	0.0
5	-1.3920000000000001	-1.302	-1.57136	-1.360192
6	-1.146	-1.0919999999999999	-0.9359999999999999	-0.9
7	-0.9	-0.9	-0.37199999999999994	-0.29999999999999993
8	-0.9	-0.9	0.0	0.0
9	-0.9	-0.9	0.0	0.0
10	-0.968	-1.044	-1.5348198400000002	-0.856
11	-0.8	-0.9359999999999999	-1.13672	-0.6799999999999999
12	-0.8	-0.5246399999999999	0.0	0.0
13	-0.8	-0.8	0.0	0.0
14	-0.8	-0.8	0.0	0.0
15	-0.5599999999999998	-0.3999999999999999	-0.833360896	-0.3999999999999999
16	-0.5	-0.3999999999999999	-0.3818751999999999	-0.3919999999999999
17	0.0	0.0	0.0	0.0

	4	1
	0	1	2	3
0	-1.7436000000000003	-1.832	-1.9004	-1.7745561600000002
1	-1.24	-1.14656	-1.13	-1.18
2	-1.0	-1.0	-0.29999999999999993	-0.5099999999999999
3	-1.0	-1.0	0.0	0.0
4	-1.0	-1.0	0.0	0.0
5	-1.3920000000000001	-1.302	-1.57136	-1.360192
6	-1.146	-1.0919999999999999	-0.9359999999999999	-0.9
7	-0.9	-0.9	-0.37199999999999994	-0.29999999999999993
8	-0.9	-0.9	0.0	0.0
9	-0.9	-0.9	0.0	0.0
10	-0.968	-1.044	-1.5348198400000002	-0.856
11	-0.8	-0.9359999999999999	-1.13672	-0.6799999999999999
12	-0.8	-0.5246399999999999	0.0	0.0
13	-0.8	-0.8	0.0	0.0
14	-0.8	-0.8	0.0	0.0
15	-0.5599999999999998	-0.3999999999999999	-0.833360896	-0.3999999999999999
16	-0.5	-0.3999999999999999	-0.3818751999999999	-0.3919999999999999
17	0.0	0.0	0.0	0.0

	4	1
	0	1	2	3
0	-1.7436000000000003	-1.832	-1.9004	-1.7745561600000002
1	-1.24	-1.14656	-1.13	-1.18
2	-1.0	-1.0	-0.29999999999999993	-0.5099999999999999
3	-1.0	-1.0	0.0	0.0
4	-1.0	-1.0	0.0	0.0
5	-1.3920000000000001	-1.37596	-1.57136	-1.360192
6	-1.146	-1.0919999999999999	-0.9359999999999999	-0.9
7	-0.9	-0.9	-0.37199999999999994	-0.29999999999999993
8	-0.9	-0.9	0.0	0.0
9	-0.9	-0.9	0.0	0.0
10	-0.968	-1.044	-1.5348198400000002	-0.856
11	-0.8	-0.9359999999999999	-1.13672	-0.6799999999999999
12	-0.8	-0.5246399999999999	0.0	0.0
13	-0.8	-0.8	0.0	0.0
14	-0.8	-0.8	0.0	0.0
15	-0.5599999999999998	-0.3999999999999999	-0.833360896	-0.3999999999999999
16	-0.5	-0.3999999999999999	-0.3818751999999999	-0.3919999999999999
17	0.0	0.0	0.0	0.0

	4	2
	0	1	2	3
0	-1.7436000000000003	-1.832	-1.9004	-1.7745561600000002
1	-1.24	-1.14656	-1.13	-1.18
2	-1.0	-1.0	-0.29999999999999993	-0.5099999999999999
3	-1.0	-1.0	0.0	0.0
4	-1.0	-1.0	0.0	0.0
5	-1.3920000000000001	-1.37596	-1.57136	-1.3926528
6	-1.146	-1.0919999999999999	-0.9359999999999999	-0.9
7	-0.9	-0.9	-0.37199999999999994	-0.29999999999999993
8	-0.9	-0.9	0.0	0.0
9	-0.9	-0.9	0.0	0.0
10	-0.968	-1.044	-1.5348198400000002	-0.856
11	-0.8	-0.9359999999999999	-1.13672	-0.6799999999999999
12	-0.8	-0.5246399999999999	0.0	0.0
13	-0.8	-0.8	0.0	0.0
14	-0.8	-0.8	0.0	0.0
15	-0.5599999999999998	-0.3999999999999999	-0.833360896	-0.3999999999999999
16	-0.5	-0.3999999999999999	-0.3818751999999999	-0.3919999999999999
17	0.0	0.0	0.0	0.0

	4	3
	0	1	2	3
0	-1.7436000000000003	-1.832	-1.9004	-1.7745561600000002
1	-1.24	-1.14656	-1.13	-1.18
2	-1.0	-1.0	-0.29999999999999993	-0.5099999999999999
3	-1.0	-1.0	0.0	0.0
4	-1.0	-1.0	0.0	0.0
5	-1.3920000000000001	-1.37596	-1.57136	-1.3926528
6	-1.146	-1.0919999999999999	-0.9359999999999999	-0.9
7	-0.9	-0.9	-0.37199999999999994	-0.29999999999999993
8	-0.9	-0.9	0.0	0.0
9	-0.9	-0.9	0.0	0.0
10	-0.968	-1.044	-1.5348198400000002	-0.9024
11	-0.8	-0.9359999999999999	-1.13672	-0.6799999999999999
12	-0.8	-0.5246399999999999	0.0	0.0
13	-0.8	-0.8	0.0	0.0
14	-0.8	-0.8	0.0	0.0
15	-0.5599999999999998	-0.3999999999999999	-0.833360896	-0.3999999999999999
16	-0.5	-0.3999999999999999	-0.3818751999999999	-0.3919999999999999
17	0.0	0.0	0.0	0.0

	4	3
	0	1	2	3
0	-1.7436000000000003	-1.832	-1.9004	-1.7745561600000002
1	-1.24	-1.14656	-1.13	-1.18
2	-1.0	-1.0	-0.29999999999999993	-0.5099999999999999
3	-1.0	-1.0	0.0	0.0
4	-1.0	-1.0	0.0	0.0
5	-1.3920000000000001	-1.37596	-1.57136	-1.3926528
6	-1.146	-1.0919999999999999	-0.9359999999999999	-0.9
7	-0.9	-0.9	-0.37199999999999994	-0.29999999999999993
8	-0.9	-0.9	0.0	0.0
9	-0.9	-0.9	0.0	0.0
10	-0.968	-1.044	-1.5348198400000002	-0.9024
11	-0.8	-0.9359999999999999	-1.13672	-0.6799999999999999
12	-0.8	-0.5246399999999999	0.0	0.0
13	-0.8	-0.8	0.0	0.0
14	-0.8	-0.8	0.0	0.0
15	-0.5599999999999998	-0.4919999999999999	-0.833360896	-0.3999999999999999
16	-0.5	-0.3999999999999999	-0.3818751999999999	-0.3919999999999999
17	0.0	0.0	0.0	0.0

	4	3
	0	1	2	3
0	-1.7436000000000003	-1.832	-1.9004	-1.7745561600000002
1	-1.24	-1.14656	-1.13	-1.18
2	-1.0	-1.0	-0.29999999999999993	-0.5099999999999999
3	-1.0	-1.0	0.0	0.0
4	-1.0	-1.0	0.0	0.0
5	-1.3920000000000001	-1.37596	-1.57136	-1.3926528
6	-1.146	-1.0919999999999999	-0.9359999999999999	-0.9
7	-0.9	-0.9	-0.37199999999999994	-0.29999999999999993
8	-0.9	-0.9	0.0	0.0
9	-0.9	-0.9	0.0	0.0
10	-0.968	-1.044	-1.5348198400000002	-0.9024
11	-0.8	-0.9359999999999999	-1.13672	-0.6799999999999999
12	-0.8	-0.5246399999999999	0.0	0.0
13	-0.8	-0.8	0.0	0.0
14	-0.8	-0.8	0.0	0.0
15	-0.5599999999999998	-0.4919999999999999	-0.833360896	-0.4919999999999999
16	-0.5	-0.3999999999999999	-0.3818751999999999	-0.3919999999999999
17	0.0	0.0	0.0	0.0

	4	3
	0	1	2	3
0	-1.7436000000000003	-1.832	-1.9004	-1.7745561600000002
1	-1.24	-1.14656	-1.13	-1.18
2	-1.0	-1.0	-0.29999999999999993	-0.5099999999999999
3	-1.0	-1.0	0.0	0.0
4	-1.0	-1.0	0.0	0.0
5	-1.3920000000000001	-1.37596	-1.57136	-1.3926528
6	-1.146	-1.0919999999999999	-0.9359999999999999	-0.9
7	-0.9	-0.9	-0.37199999999999994	-0.29999999999999993
8	-0.9	-0.9	0.0	0.0
9	-0.9	-0.9	0.0	0.0
10	-0.968	-1.044	-1.5348198400000002	-0.9024
11	-0.8	-0.9359999999999999	-1.13672	-0.6799999999999999
12	-0.8	-0.5246399999999999	0.0	0.0
13	-0.8	-0.8	0.0	0.0
14	-0.8	-0.8	0.0	0.0
15	-0.5599999999999998	-0.5821599999999999	-0.833360896	-0.4919999999999999
16	-0.5	-0.3999999999999999	-0.3818751999999999	-0.3919999999999999
17	0.0	0.0	0.0	0.0

	4	3
